Company_Code,ticker,company_name,sector
SD2,SD2,Công ty Cổ phần Sông Đà 2,Xây dựng
SD1,SD1,Công ty Cổ phần Sông Đà 1,Xây dựng
BBC,BBC,Công ty Cổ phần Bibica,Thực phẩm
SD4,SD4,Công ty Cổ phần Sông Đà 4,Xây dựng
SCR,SCR,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,Bất động sản
SD3,SD3,Công ty Cổ phần Sông Đà 3,Xây dựng
SD5,SD5,Công ty Cổ phần Sông Đà 5,Xây dựng
HNM,HNM,Công ty Cổ phần Sữa Hà Nội,Thực phẩm
SD8,SD8,Công ty Cổ phần Sông Đà 8,Xây dựng
SD7,SD7,Công ty Cổ phần Sông Đà 7,Xây dựng
SD9,SD9,Công ty Cổ phần Sông Đà 9,Xây dựng
HNP,HNP,Công ty cổ phần Hanel Xốp nhựa,"Nhựa, cao su & sợi"
HNR,HNR,Công ty Cổ phần Rượu và Nước giải khát Hà Nội,Vang & Rượu mạnh
SDB,SDB,Công ty Cổ phần Sông Đà 207,Xây dựng
SDA,SDA,Công ty Cổ phần Simco Sông Đà,Đào tạo & Việc làm
BBS,BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,Containers & Đóng gói
SDC,SDC,Công ty Cổ phần Tư vấn sông Đà,Tư vấn & Hỗ trợ KD
SDG,SDG,Công ty Cổ phần SADICO Cần Thơ,Containers & Đóng gói
SDJ,SDJ,Công ty Cổ phần Sông Đà,Vật liệu xây dựng & Nội thất
SDK,SDK,Công ty Cổ phần Cơ khí Luyện kim,Máy công nghiệp
SDN,SDN,Công ty Cổ phần Sơn Đồng Nai,Vật liệu xây dựng & Nội thất
SDP,SDP,Công ty cổ phần SDP,Xây dựng
DGC,DGC,Công ty cổ phần Tập đoàn Hóa chất Đức Giang,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
SDT,SDT,Công ty Cổ phần Sông Đà 10,Xây dựng
BCC,BCC,Công ty Cổ phần Xi măng Bỉm Sơn,Vật liệu xây dựng & Nội thất
BCF,BCF,Công ty Cổ phần Thực phẩm Bích Chi,Thực phẩm
SDV,SDV,Công ty Cổ phần Dịch vụ Sonadezi,Chất thải & Môi trường
BCE,BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Xây dựng
SDU,SDU,Công ty Cổ phần Đầu tư xây dựng và Phát triển đô thị Sông Đà,Xây dựng
HOM,HOM,Công ty Cổ phần Xi măng Vicem Hoàng Mai,Vật liệu xây dựng & Nội thất
SDY,SDY,Công ty Cổ phần Xi măng Sông Đà Yaly,Vật liệu xây dựng & Nội thất
HOT,HOT,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Vận tải hành khách & Du lịch
BCP,BCP,Công ty Cổ phần Dược Becamex,Dược phẩm
UIC,UIC,Công ty Cổ phần Đầu tư phát triển Nhà và Đô thị IDICO,Sản xuất & Phân phối Điện
DGT,DGT,Công ty Cổ phần Công trình giao thông Đồng Nai,Vật liệu xây dựng & Nội thất
SEB,SEB,Công ty Cổ phần Đầu tư và Phát triển điện miền Trung,Sản xuất & Phân phối Điện
HPB,HPB,Công ty Cổ phần Bao bì PP,Containers & Đóng gói
DHA,DHA,Công ty Cổ phần Hoá An,Vật liệu xây dựng & Nội thất
FLC,FLC,Công ty Cổ phần Tập đoàn FLC,Bất động sản
DHC,DHC,Công ty Cổ phần Đông Hải Bến Tre,Sản xuất giấy
HPG,HPG,Công ty Cổ phần Tập đoàn Hòa Phát,Thép và sản phẩm thép
HPI,HPI,Công ty cổ phần khu công nghiệp Hiệp Phước,Bất động sản
BDB,BDB,CTCP Sách và Thiết bị Bình Định,Dịch vụ truyền thông
DHD,DHD,Công ty Cổ phần Dược Vật tư Y tế Hải Dương,Dược phẩm
DHG,DHG,Công ty Cổ phần Dược Hậu Giang,Dược phẩm
DHM,DHM,Công ty cổ phần thương mại và khai thác khoáng sản Dương Hiếu,Khai khoáng
HPP,HPP,Công ty Cổ phần Sơn Hải Phòng,Vật liệu xây dựng & Nội thất
DHP,DHP,Công ty Cổ phần Điện Cơ Hải Phòng,Thiết bị điện
HPT,HPT,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,Phần mềm
DHT,DHT,Công ty Cổ phần Dược phẩm Hà Tây,Dược phẩm
SFC,SFC,Công ty Cổ phần Nhiên Liệu Sài Gòn,Phân phối xăng dầu & khí đốt
SFI,SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Vận tải Thủy
SFN,SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Nhà cung cấp thiết bị
HQC,HQC,Công ty Cổ phần Tư vấn-Thương mại-Dịch vụ Địa ốc Hoàng Quân,Bất động sản
FMC,FMC,Công ty Cổ phần Thực phẩm Sao Ta,Nuôi trồng nông & hải sản
DID,DID,Công ty Cổ phần DIC - Đồng Tiến,Vật liệu xây dựng & Nội thất
DIC,DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,Vật liệu xây dựng & Nội thất
BED,BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,"Sách, ấn bản & sản phẩm văn hóa"
DIH,DIH,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,Xây dựng
DIG,DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Bất động sản
SGC,SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Thực phẩm
QCC,QCC,Công ty Cổ phần Đầu tư xây dựng và phát triển hạ tầng viễn thông,Xây dựng
SGD,SGD,Công ty Cổ phần Sách Giáo dục tại T.P Hồ Chí Minh,"Sách, ấn bản & sản phẩm văn hóa"
QCG,QCG,Công ty Cổ phần Quốc Cường Gia Lai,Bất động sản
SGH,SGH,Công ty Cổ phần Khách sạn Sài Gòn,Khách sạn
JVC,JVC,Công ty Cổ phần Thiết bị Y tế Việt Nhật,Thiết bị y tế
HRC,HRC,Công ty Cổ phần Cao su Hòa Bình,"Nhựa, cao su & sợi"
SGS,SGS,Công ty Cổ phần vận tải biển Sài Gòn,Vận tải Thủy
SGR,SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa Ốc Sài Gòn,Bất động sản
SGT,SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Internet
YTC,YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Dụng cụ y tế
SHA,SHA,Công ty Cổ phần Sơn Hà Sài Gòn,Thép và sản phẩm thép
SHC,SHC,Công ty Cổ phần Hàng hải Sài Gòn,Vận tải Thủy
SHI,SHI,Công ty Cổ phần Quốc tế Sơn Hà,Thép và sản phẩm thép
SHN,SHN,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Khai thác Than
SHP,SHP,Công ty Cổ phần Thủy điện miền Nam,Sản xuất & Phân phối Điện
FOC,FOC,Công ty cổ phần Dịch vụ Trực tuyến FPT,Dịch vụ truyền thông
HSG,HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Thép và sản phẩm thép
HSI,HSI,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
HSM,HSM,Tổng Công ty Cổ phần Dệt May Hà Nội,Hàng May mặc
DL1,DL1,Công ty cổ phần tập đoàn Alpha Seven,"Kho bãi, hậu cần và bảo dưỡng"
FOX,FOX,Công ty Cổ phần Viễn thông FPT,Viễn thông cố định
SID,SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn CO.OP,Bất động sản
SIG,SIG,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Xây dựng
SII,SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Nước
HTC,HTC,Công ty Cổ phần Thương mại Hóc Môn,Phân phối xăng dầu & khí đốt
HTG,HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Hàng May mặc
SJ1,SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,Nuôi trồng nông & hải sản
BHC,BHC,Công ty Cổ phần Bê tông Biên Hòa,Vật liệu xây dựng & Nội thất
HTI,HTI,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,Xây dựng
DLD,DLD,Công ty Cổ phần Du lịch Đắk Lắk,Khách sạn
DLG,DLG,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Xây dựng
HTL,HTL,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Sản xuất ô tô
HTP,HTP,Công ty Cổ phần In sách Giáo Khoa Hòa Phát,"Sách, ấn bản & sản phẩm văn hóa"
HU1,HU1,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Xây dựng
HU4,HU4,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Xây dựng
HU3,HU3,Công ty Cổ phần Đầu tư và Xây dựng HUD3,Xây dựng
HU6,HU6,Công ty Cổ phần Đầu tư Phát triển nhà và Đô thị HUD 6,Bất động sản
BHN,BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,Sản xuất bia
BHP,BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,Sản xuất bia
DLR,DLR,Công ty Cổ phần Địa ốc Đà Lạt,Xây dựng
FPT,FPT,Công ty Cổ phần FPT,Phần mềm
SJD,SJD,Công ty Cổ phần Thủy Điện Cần Đơn,Sản xuất & Phân phối Điện
DLT,DLT,Công ty Cổ phần Du lịch và Thương mại – Vinacomin,Vận tải hành khách & Du lịch
SJC,SJC,Công ty Cổ phần Sông Đà 1.01,Xây dựng
SJE,SJE,Công ty Cổ phần Sông Đà 11,Xây dựng
SJM,SJM,Công ty Cổ phần Sông Đà 19,Xây dựng
DMC,DMC,Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,Dược phẩm
SJS,SJS,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Bất động sản
HUT,HUT,Công ty Cổ phần TASCO,Sản xuất ô tô
WSB,WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Sản xuất bia
OCH,OCH,Công ty Cổ phần Khách sạn và Dịch vụ OCH,Thực phẩm
FRC,FRC,Công ty cổ phần Lâm đặc sản Xuất khẩu Quảng Nam,Lâm sản và Chế biến gỗ
V12,V12,CTCP Xây dựng số 12,Xây dựng
V11,V11,CTCP Xây dựng Số 11,Xây dựng
DNC,DNC,Công ty Cổ phần Điện nước lắp máy Hải Phòng,Sản xuất & Phân phối Điện
HVG,HVG,Công ty Cổ phần Hùng Vương,Nuôi trồng nông & hải sản
V15,V15,Công ty Cổ phần Xây dựng số 15,Xây dựng
HVN,HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Hàng không
DNM,DNM,Tổng Công ty Cổ phần Y tế Danameco,Dụng cụ y tế
DNL,DNL,Công ty Cổ phần Logistic Cảng Đà Nẵng,"Kho bãi, hậu cần và bảo dưỡng"
DNP,DNP,Công ty Cổ phần DNP Holding,Vật liệu xây dựng & Nội thất
HVT,HVT,Công ty Cổ phần Hóa chất Việt Trì,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
WTC,WTC,Công ty Cổ phần Vận tải thủy - Vinacomin,Vận tải Thủy
UPC,UPC,Công ty cổ phần Phát triển công viên cây xanh và Đô thị Vũng Tàu,Tiện ích khác
DNT,DNT,Công ty Cổ phần Du lịch Đồng Nai,Dịch vụ giải trí
HVX,HVX,Công ty Cổ phần xi măng Vicem Hải Vân,Vật liệu xây dựng & Nội thất
QHD,QHD,Công ty cổ phần que hàn điện Việt Đức,Công nghiệp phức hợp
UPH,UPH,Công ty Cổ phần Dược phẩm TW25,Dược phẩm
V21,V21,Công ty Cổ phần Vinaconex 21,Bất động sản
DOC,DOC,Công ty cổ phần Vật tư nông nghiệp Đồng Nai,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
BKC,BKC,Công ty Cổ phần Khoáng sản Bắc Kạn,Khai khoáng
SLS,SLS,Công ty Cổ phần Mía đường Sơn La,Thực phẩm
MA1,MA1,CÔNG TY CỔ PHẦN THIẾT BỊ,Bất động sản
SMA,SMA,Công ty Cổ phần Thiết bị phụ tùng Sài Gòn,Sản xuất & Phân phối Điện
SMC,SMC,Công ty Cổ phần Ðầu tư Thương mại SMC,Thép và sản phẩm thép
SMB,SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Sản xuất bia
MAC,MAC,Công ty Cổ phần Cung ứng và Dịch vụ kỹ thuật hàng hải,Xe tải & Đóng tàu
DPC,DPC,Công ty Cổ phần nhựa Đà Nẵng,Containers & Đóng gói
DPG,DPG,Công ty Cổ phần Đạt Phương,Xây dựng
SMT,SMT,Công ty Cổ phần Sametel,Thiết bị viễn thông
BLF,BLF,Công ty Cổ phần Thủy sản Bạc Liêu,Nuôi trồng nông & hải sản
DPH,DPH,Công ty cổ phần Dược phẩm Hải Phòng,Dược phẩm
MAS,MAS,Công ty Cổ phần Dịch vụ hàng không sân bay Đà Nẵng,Vận tải hành khách & Du lịch
DPM,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí-Công ty Cổ phần,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
DPP,DPP,Công ty Cổ phần Dược Đồng Nai,Dược phẩm
DPR,DPR,Công ty Cổ phần Cao su Đồng Phú,"Nhựa, cao su & sợi"
SNC,SNC,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,Nuôi trồng nông & hải sản
DQC,DQC,Công ty Cổ phần Bóng đèn Điện Quang,Thiết bị gia dụng
BMC,BMC,Công ty Cổ phần Khoáng sản Bình Định,Khai khoáng
BMJ,BMJ,Công ty cổ phần khoáng sản Miền Đông AHP,Khai khoáng
BMP,BMP,Công ty Cổ phần nhựa Bình Minh,Vật liệu xây dựng & Nội thất
MCC,MCC,Công ty Cổ phần Gạch ngói cao cấp,Vật liệu xây dựng & Nội thất
MCG,MCG,Công ty Cổ phần Năng lượng và Bất Động sản MCG,Xây dựng
MCF,MCF,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Thực phẩm
MCH,MCH,Công ty cổ phần Hàng Tiêu Dùng Masan,Thực phẩm
DRC,DRC,Công ty Cổ phần Cao Su Đà Nẵng,Lốp xe
MCO,MCO,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,Xây dựng
DRH,DRH,Công ty Cổ phần DRH Holdings,Bất động sản
MCP,MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Containers & Đóng gói
DRL,DRL,Công ty Cổ phần Thủy điện – Điện lực 3,Sản xuất & Phân phối Điện
SPD,SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản miền Trung,Nuôi trồng nông & hải sản
SPC,SPC,Công ty Cổ phần Bảo vệ thực vật Sài Gòn,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
SPH,SPH,Công ty Cổ phần xuất nhập khẩu thủy sản Hà Nội,Nuôi trồng nông & hải sản
MDC,MDC,Công ty Cổ phần Than Mông Dương - Vinacomin,Khai thác Than
MDF,MDF,Công ty Cổ phần Gỗ MDF VRG Quảng Trị,Lâm sản và Chế biến gỗ
MDG,MDG,Công ty Cổ phần Miền Đông,Vật liệu xây dựng & Nội thất
SPM,SPM,Công ty Cổ phần S.P.M,Dược phẩm
DSN,DSN,Công ty Cổ phần Công viên nước Đầm Sen,Dịch vụ giải trí
DST,DST,Công ty Cổ phần Đầu tư Sao Thăng Long,"Sách, ấn bản & sản phẩm văn hóa"
SQC,SQC,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Khai khoáng
C12,C12,Công ty Cổ phần Cầu 12,Xây dựng
MEC,MEC,Công ty Cổ phần cơ khí - lắp máy Sông Đà,Xây dựng
KAC,KAC,CTCP Đầu tư Địa ốc Khang An,Bất động sản
MED,MED,CÔNG TY CỔ PHẦN DƯỢC TRUNG ƯƠNG MEDIPLANTEX,Dược phẩm
MEF,MEF,Công ty Cổ phần MEINFA,Dụng cụ y tế
DTA,DTA,Công ty Cổ phần Đệ Tam,Bất động sản
DTC,DTC,Công ty Cổ phần Viglacera Đông Triều,Vật liệu xây dựng & Nội thất
BPC,BPC,Công ty Cổ phần Vicem Bao bì Bỉm sơn,Containers & Đóng gói
DTG,DTG,Công ty Cổ phần Dược phẩm Tipharco,Dược phẩm
DTH,DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Thiết bị y tế
DTL,DTL,Công ty Cổ phần Đại Thiên Lộc,Thép và sản phẩm thép
SRB,SRB,Công ty Cổ phần Tập đoàn SARA,Phần mềm
C21,C21,Công ty Cổ phần Thế kỷ 21,Bất động sản
SRA,SRA,Công ty Cổ phần Sara Việt Nam,Thiết bị y tế
DTT,DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,"Nhựa, cao su & sợi"
SRC,SRC,Công ty Cổ phần Cao su Sao vàng,Lốp xe
SRF,SRF,Công ty cổ phần Searefico,Máy công nghiệp
QNC,QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Vật liệu xây dựng & Nội thất
KBC,KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc-Công ty Cổ phần,Bất động sản
QNP,QNP,Công ty Cổ phần Cảng Quy Nhơn,"Kho bãi, hậu cần và bảo dưỡng"
QNS,QNS,Công Ty Cổ Phần Đường Quảng Ngãi,Thực phẩm
SSC,SSC,Công ty Cổ phần Giống cây trồng miền Nam,Nuôi trồng nông & hải sản
C32,C32,Công ty cổ phần CIC39,Vật liệu xây dựng & Nội thất
SSG,SSG,Công ty Cổ phần Vận tải biển Hải Âu,Vận tải Thủy
SSF,SSF,Công ty Cổ phần Giầy Sài Gòn,Giầy dép
KCB,KCB,Công ty Cổ phần Khoáng sản và luyện kim Cao Bằng,Khai khoáng
KCE,KCE,CTCP Bê tông Ly tâm Điện Lực Khánh Hòa,Vật liệu xây dựng & Nội thất
SSM,SSM,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,Thép và sản phẩm thép
DVC,DVC,Công ty Cổ phần Thương mại dịch vụ tổng hợp Cảng Hải Phòng,Phân phối xăng dầu & khí đốt
BRC,BRC,Công ty Cổ phần Cao su Bến Thành,"Nhựa, cao su & sợi"
ST8,ST8,Công ty Cổ phần Siêu Thanh,Thiết bị văn phòng
DVP,DVP,Công ty Cổ phần Đầu tư và Phát triển cảng Đình Vũ,"Kho bãi, hậu cần và bảo dưỡng"
STC,STC,Công ty Cổ phần Sách và Thiết bị trường học Tp. Hồ Chí Minh,"Sách, ấn bản & sản phẩm văn hóa"
C47,C47,Công ty Cổ phần Xây dựng 47,Xây dựng
STG,STG,Công ty Cổ phần Kho vận miền Nam,"Kho bãi, hậu cần và bảo dưỡng"
MHC,MHC,Công ty Cổ phần MHC,Dịch vụ vận tải
STL,STL,Công ty Cổ phần Sông Đà - Thăng Long,Bất động sản
KDC,KDC,Công ty Cổ phần tập đoàn Kido,Thực phẩm
STK,STK,Công ty Cổ phần Sợi thế kỷ,Hàng May mặc
KDH,KDH,Công ty Cổ phần Đầu tư và Kinh doanh Nhà Khang Điền,Bất động sản
STP,STP,Công ty Cổ phần công nghiệp thương mại Sông Đà,Containers & Đóng gói
MHL,MHL,Công ty Cổ phần Minh Hữu Liên,Thép và sản phẩm thép
STT,STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Vận tải hành khách & Du lịch
BSC,BSC,Công ty Cổ phần Dịch vụ Bến Thành,Bất động sản
STS,STS,Công ty Cổ phần Dịch vụ Vận tải Sài Gòn,Dịch vụ vận tải
C4G,C4G,Công ty cổ phần Tập đoàn CIENCO4,Xây dựng
BSL,BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Sản xuất bia
BT1,BT1,Công ty cổ phần bảo vệ thực vật 1 Trung Ương,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
BSQ,BSQ,Công ty cổ phần Bia Sài Gòn - Quảng Ngãi,Sản xuất bia
BST,BST,CTCP Sách và Thiết bị Bình Thuận,Dịch vụ truyền thông
BT6,BT6,Công ty Cổ phần Beton 6,Vật liệu xây dựng & Nội thất
MIC,MIC,Công ty Cổ phần Kỹ nghệ khoáng sản Quảng Nam,Khai khoáng
MIM,MIM,Công ty Cổ phần Khoáng sản và Cơ khí,Khai khoáng
BTB,BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,Sản xuất bia
DXG,DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Bất động sản
BTD,BTD,Công ty cổ phần Bê tông Ly tâm Thủ Đức,Vật liệu xây dựng & Nội thất
BTG,BTG,Công ty Cổ phần Bao bì Tiền Giang,Containers & Đóng gói
BTH,BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu điện Hà Nội,Thiết bị điện
DXL,DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Khách sạn
DXP,DXP,Công ty Cổ phần Cảng Đoạn Xá,"Kho bãi, hậu cần và bảo dưỡng"
BTP,BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,Sản xuất & Phân phối Điện
SVC,SVC,Công ty Cổ phần dịch vụ tổng hợp Sài Gòn,Sản xuất ô tô
BTT,BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,Bán lẻ phức hợp
DXV,DXV,Công ty Cổ phần ViCem Vật liệu xây dựng Đà Nẵng,Vật liệu xây dựng & Nội thất
BTW,BTW,Công ty Cổ phần Cấp nước Bến Thành,Nước
ONE,ONE,Công ty Cổ phần Truyền thông số 1,Phần cứng
SVI,SVI,Công ty Cổ phần Bao bì Biên Hòa,Containers & Đóng gói
SVN,SVN,Công ty cổ phần Tập đoàn Vexilla Việt Nam,Xây dựng
SVT,SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Dịch vụ tiêu dùng chuyên ngành
SWC,SWC,Tổng Công ty Cổ phần Đường sông Miền Nam,Vận tải Thủy
ICG,ICG,Công ty Cổ phần Xây dựng sông Hồng,Xây dựng
ICF,ICF,Công ty Cổ phần Đầu tư Thương mại Thủy sản,Nuôi trồng nông & hải sản
ICI,ICI,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,Xây dựng
BVG,BVG,Công ty Cổ phần Đầu tư BVG,Thép và sản phẩm thép
MKP,MKP,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Dược phẩm
QST,QST,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,"Sách, ấn bản & sản phẩm văn hóa"
ICN,ICN,Công ty Cổ phần Đầu Tư Xây Dựng Dầu Khí IDICO,Xây dựng
DZM,DZM,Công ty Cổ phần Cơ điện Dzĩ An,Máy công nghiệp
MKV,MKV,Công ty Cổ phần Dược thú y Cai Lậy,Dược phẩm
BVN,BVN,Công ty Cổ phần Bông Việt Nam,Hàng cá nhân
ICT,ICT,Công ty cổ phần Viễn thông - Tin học Bưu điện,Phần mềm
QTC,QTC,Công ty Cổ phần Công trình giao thông Vận tải Quảng Nam,Xây dựng
OPC,OPC,Công ty Cổ phần Dược phẩm OPC,Dược phẩm
BWA,BWA,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc,Nước
IDJ,IDJ,Công ty cổ phần Đầu tư IDJ Việt Nam,Bất động sản
KHL,KHL,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,Vật liệu xây dựng & Nội thất
IDI,IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Nuôi trồng nông & hải sản
KHP,KHP,Công ty Cổ phần Điện lực Khánh Hòa,Sản xuất & Phân phối Điện
KHS,KHS,Công ty Cổ phần Kiên Hùng,Nuôi trồng nông & hải sản
IDV,IDV,Công ty Cổ phần Phát triển hạ tầng Vĩnh Phúc,Bất động sản
C92,C92,Công ty Cổ phần Xây dựng và Đầu tư 492,Xây dựng
BWS,BWS,Công ty cổ phần Cấp nước Bà Rịa - Vũng Tàu,Nước
BXH,BXH,Công ty Cổ phần Vicem Bao bì Hải Phòng,Containers & Đóng gói
KIP,KIP,Công ty cổ phần K.I.P Việt Nam,Thiết bị điện
GAS,GAS,Tổng Công ty Khí Việt Nam-Công ty Cổ phần,Phân phối xăng dầu & khí đốt
SZB,SZB,Công ty cổ phần Sonadezi Long Bình,Bất động sản
SZC,SZC,Công ty cổ phần Sonadezi Châu Đức,Bất động sản
MNB,MNB,Tổng công ty May Nhà Bè - Công ty cổ phần,Hàng May mặc
SZL,SZL,Công ty Cổ phần Sonadezi Long Thành,Bất động sản
IFS,IFS,Công ty Cổ phần Thực phẩm Quốc Tế,Đồ uống & giải khát
XDH,XDH,Công ty cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Bất động sản
KKC,KKC,Công ty Cổ phần Tập đoàn Thành Thái,Thép và sản phẩm thép
GCB,GCB,Công ty cổ phần Petec Bình Định,Phân phối xăng dầu & khí đốt
MPC,MPC,Công ty cổ phần Tập đoàn Thủy sản Minh Phú,Nuôi trồng nông & hải sản
IHK,IHK,Công ty Cổ phần In Hàng không,"Sách, ấn bản & sản phẩm văn hóa"
GDT,GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Thiết bị gia dụng
VBC,VBC,Công ty Cổ phần Nhựa Bao bì Vinh,Containers & Đóng gói
GDW,GDW,Công ty Cổ phần Cấp nước Gia Định,Nước
VBH,VBH,Công ty Cổ phần Điện tử Bình Hòa,Hàng điện & điện tử
VC2,VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Xây dựng
VC1,VC1,Công ty Cổ phần Xây dựng số 1,Xây dựng
VC3,VC3,CÔNG TY CỔ PHẦN TẬP ĐOÀN NAM MÊ KÔNG,"Tư Vấn, Định giá, Môi giới Bất động sản"
GEG,GEG,Công ty Cổ phần Điện Gia Lai,Sản xuất & Phân phối Điện
VC6,VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Xây dựng
VC5,VC5,Công ty Cổ phần Xây dựng số 5,Xây dựng
VC7,VC7,CÔNG TY CỔ PHẦN TẬP ĐOÀN BGI,Xây dựng
VC9,VC9,Công ty Cổ phần Xây dựng số 9 - VC9,Xây dựng
KMR,KMR,Công ty Cổ phần Mirae,Hàng May mặc
KMT,KMT,Công ty Cổ phần Kim khí Miền Trung,Thép và sản phẩm thép
GER,GER,Công ty Cổ phần Thể Thao Ngôi Sao Geru,"Nhựa, cao su & sợi"
VCA,VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,Thép và sản phẩm thép
VCC,VCC,Công ty Cổ phần Vinaconex 25,Xây dựng
VCF,VCF,Công ty Cổ phần Vinacafé Biên Hòa,Đồ uống & giải khát
VCG,VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và xây dựng Việt Nam,Xây dựng
VCM,VCM,Công ty Cổ phần Nhân lực và Thương mại Vinaconex,Máy công nghiệp
IJC,IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Bất động sản
VCR,VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Bất động sản
VCT,VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Tư vấn & Hỗ trợ KD
VCS,VCS,Công ty Cổ phần VICOSTONE,Vật liệu xây dựng & Nội thất
VCX,VCX,Công ty Cổ phần Xi măng Yên Bình,Vật liệu xây dựng & Nội thất
VCW,VCW,Công ty cổ phần Đầu tư Nước sạch Sông Đà,Nước
EBS,EBS,Công ty Cổ phần Sách Giáo dục tại Tp.Hà Nội,"Sách, ấn bản & sản phẩm văn hóa"
VDL,VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Vang & Rượu mạnh
VDN,VDN,Công ty Cổ phần Vinatex Đà Nẵng,Hàng May mặc
VE2,VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,Xây dựng
MSH,MSH,Công ty cổ phần May Sông Hồng,Hàng May mặc
